          x     Sw_1         p_1      Sw_2         p_2      Sw_3         p_3      Sw_4         p_4            C_1            C_2           C_3            C_4 
351  1755.0  0.251000   35.560333  0.472230   52.427036  0.473192   64.160307  0.669298  156.651212   0.000000e+00   1.994043e-29  3.907225e-04   3.839709e+02
352  1760.0  0.251000   34.834612  0.472224   51.108856  0.473189   62.845058  0.666990  150.746877   0.000000e+00   9.408544e-30  2.906127e-04   3.760506e+02
353  1765.0  0.251000   34.108891  0.472217   49.790656  0.473187   61.529804  0.664560  144.962370   0.000000e+00   4.420394e-30  2.155338e-04   3.678082e+02
354  1770.0  0.251000   33.383170  0.472211   48.472438  0.473184   60.214543  0.661999  139.303773   0.000000e+00   2.067805e-30  1.593944e-04   3.592589e+02
355  1775.0  0.251000   32.657448  0.472204   47.154199  0.473182   58.899275  0.659296  133.776975   0.000000e+00   9.629908e-31  1.175411e-04   3.504193e+02
356  1780.0  0.251000   31.931727  0.472198   45.835941  0.473180   57.584001  0.656441  128.387661   0.000000e+00   4.464224e-31  8.643082e-05   3.413069e+02
357  1785.0  0.251000   31.206006  0.472191   44.517662  0.473177   56.268721  0.653424  123.141301   0.000000e+00   2.059779e-31  6.337406e-05   3.319409e+02
358  1790.0  0.251000   30.480285  0.472185   43.199364  0.473175   54.953433  0.650240  118.043188   0.000000e+00   9.457509e-32  4.633627e-05   3.223412e+02
359  1795.0  0.251000   29.754564  0.472178   41.881045  0.473173   53.638139  0.646922  113.098645   0.000000e+00   4.320497e-32  3.378311e-05   3.125294e+02
360  1800.0  0.251000   29.028843  0.472171   40.562706  0.473171   52.322838  0.643689  108.314087   0.000000e+00   1.963350e-32  2.456120e-05   3.025302e+02
361  1805.0  0.251000   28.303122  0.472164   39.244347  0.473168   51.007530  0.641053  103.672294   0.000000e+00   8.872765e-33  1.780630e-05   2.923774e+02
362  1810.0  0.251000   27.577401  0.472157   37.925966  0.473166   49.692215  0.638428   99.146197   0.000000e+00   3.986464e-33  1.287283e-05   2.821031e+02
363  1815.0  0.251000   26.851680  0.472150   36.607565  0.473164   48.376893  0.635685   94.730505   0.000000e+00   1.780041e-33  9.280107e-06   2.717339e+02
364  1820.0  0.251000   26.125959  0.472143   35.289143  0.473161   47.061564  0.632824   90.426819   0.000000e+00   7.895868e-34  6.671344e-06   2.612974e+02
365  1825.0  0.251000   25.400238  0.472136   33.970699  0.473159   45.746228  0.629841   86.236474   0.000000e+00   3.477543e-34  4.782526e-06   2.508213e+02
366  1830.0  0.251000   24.674517  0.472129   32.652233  0.473157   44.430885  0.626732   82.160513   0.000000e+00   1.519748e-34  3.418908e-06   2.403335e+02
367  1835.0  0.251000   23.948796  0.472121   31.333744  0.473155   43.115535  0.623494   78.199695   0.000000e+00   6.584944e-35  2.437284e-06   2.298619e+02
368  1840.0  0.251000   23.223074  0.472111   30.015228  0.473152   41.800178  0.620122   74.354488   0.000000e+00   2.826042e-35  1.732670e-06   2.194340e+02
369  1845.0  0.251000   22.497353  0.472098   28.696676  0.473150   40.484815  0.616615   70.625074   0.000000e+00   1.199746e-35  1.228341e-06   2.090771e+02
370  1850.0  0.251000   21.771632  0.472076   27.378070  0.473148   39.169444  0.612969   67.011343   0.000000e+00   5.029725e-36  8.683957e-07   1.988179e+02
371  1855.0  0.251000   21.045911  0.472032   26.059361  0.473145   37.854066  0.609181   63.512903   0.000000e+00   2.077518e-36  6.122303e-07   1.886821e+02
372  1860.0  0.251000   20.320190  0.471934   24.740429  0.473143   36.538681  0.605248   60.129077   0.000000e+00   8.427576e-37  4.304400e-07   1.786948e+02
373  1865.0  0.251000   19.594469  0.471702   23.420979  0.473141   35.223290  0.601170   56.858917   0.000000e+00   3.342090e-37  3.017961e-07   1.688797e+02
374  1870.0  0.251000   18.868748  0.471135   22.100280  0.473139   33.907891  0.596943   53.701202   0.000000e+00   1.286731e-37  2.110183e-07   1.592594e+02
375  1875.0  0.251000   18.143027  0.469724   20.776532  0.473136   32.592485  0.592567   50.654459   0.000000e+00   4.757188e-38  1.471412e-07   1.498552e+02
376  1880.0  0.251000   17.417306  0.466121   19.445346  0.473134   31.277073  0.588042   47.716964   0.000000e+00   1.657620e-38  1.023197e-07   1.406869e+02
377  1885.0  0.251000   16.691585  0.456423   18.096696  0.473132   29.961653  0.583367   44.886758   0.000000e+00   5.252298e-39  7.095721e-08   1.317725e+02
378  1890.0  0.251000   15.965864  0.427324   16.720495  0.473130   28.646227  0.578544   42.161660   0.000000e+00   1.389507e-39  4.907374e-08   1.231287e+02
379  1895.0  0.251000   15.240143  0.341085   15.463546  0.473127   27.330793  0.573580   39.539294   0.000000e+00   2.214935e-40  3.384692e-08   1.147702e+02
380  1900.0  0.251000   14.514422  0.258413   14.526997  0.473125   26.015353  0.568518   37.017188   0.000000e+00   3.839634e-42  2.328141e-08   1.067103e+02
381  1905.0  0.251000   13.788700  0.251019   13.788727  0.473123   24.699905  0.563734   34.591694   0.000000e+00   1.364540e-46  1.597061e-08   9.896298e+01
382  1910.0  0.251000   13.062979  0.251000   13.062979  0.473120   23.384450  0.559475   32.250329   0.000000e+00   6.367673e-53  1.092593e-08   9.154707e+01
383  1915.0  0.251000   12.337258  0.251000   12.337258  0.473118   22.068989  0.555206   29.981640   0.000000e+00   2.812059e-59  7.454564e-09   8.447117e+01
384  1920.0  0.251000   11.611537  0.251000   11.611537  0.473116   20.753520  0.550925   27.782801   0.000000e+00   1.248328e-65  5.072424e-09   7.774015e+01
385  1925.0  0.251000   10.885816  0.251000   10.885816  0.473114   19.438045  0.546646   25.650867   0.000000e+00   5.667539e-72  3.442235e-09   7.135688e+01
386  1930.0  0.251000   10.160095  0.251000   10.160095  0.473111   18.122562  0.542385   23.582819   0.000000e+00   2.646492e-78  2.329698e-09   6.532238e+01
387  1935.0  0.251000    9.434374  0.251000    9.434374  0.473109   16.807073  0.538159   21.575587   0.000000e+00   1.261989e-84  1.572516e-09   5.963575e+01
388  1940.0  0.251000    8.708653  0.251000    8.708653  0.473107   15.491576  0.533986   19.626065   0.000000e+00   6.059754e-91  1.058593e-09   5.429426e+01
389  1945.0  0.251000    7.982932  0.251000    7.982932  0.473104   14.176073  0.529882   17.731126   0.000000e+00   2.891521e-97  7.107295e-10   4.929343e+01
390  1950.0  0.251000    7.257211  0.251000    7.257211  0.473102   12.860562  0.525866   15.887639   0.000000e+00  1.360536e-103  4.759079e-10   4.462716e+01
391  1955.0  0.251000    6.531490  0.251000    6.531490  0.473100   11.545044  0.521954   14.092486   0.000000e+00  6.305088e-110  3.178243e-10   4.028777e+01
392  1960.0  0.251000    5.805769  0.251000    5.805769  0.473098   10.229520  0.518164   12.342579   0.000000e+00  2.890064e-116  2.116895e-10   3.626617e+01
393  1965.0  0.251000    5.080048  0.251000    5.080048  0.473095    8.913988  0.514510   10.634874   0.000000e+00  1.319925e-122  1.406247e-10   3.255201e+01
394  1970.0  0.251000    4.354326  0.251000    4.354326  0.473093    7.598449  0.511007    8.966387   0.000000e+00  6.051622e-129  9.317008e-11   2.913376e+01
395  1975.0  0.251000    3.628605  0.251000    3.628605  0.473091    6.282903  0.507667    7.334211   0.000000e+00  2.798714e-135  6.156673e-11   2.599892e+01
396  1980.0  0.251000    2.902884  0.251000    2.902884  0.473088    4.967350  0.504501    5.735525   0.000000e+00  1.306332e-141  4.057633e-11   2.313417e+01
397  1985.0  0.251000    2.177163  0.251000    2.177163  0.473086    3.651790  0.501516    4.167611   0.000000e+00  6.134644e-148  2.667220e-11   2.052552e+01
398  1990.0  0.251000    1.451442  0.251000    1.451442  0.473084    2.336223  0.498719    2.627859   0.000000e+00  2.884527e-154  1.748664e-11   1.815852e+01
399  1995.0  0.251000    0.725721  0.251000    0.725721  0.473081    1.020649  0.496112    1.113783   0.000000e+00  1.352286e-160  1.143451e-11   1.601838e+01
400  2000.0  0.251000    0.000000  0.251000    0.000000  0.251000    0.000000  0.251000    0.000000   0.000000e+00  6.306630e-167  8.918093e-12   1.498464e+01
